order_id,payment_sequential,payment_type,payment_installments,payment_value
1266f3e39be1dedd482da8b623328821,1,credit_card,1,31.73
bafbef1334adc6aa02affd8fd62ec0ac,1,credit_card,4,66.44
e23c047042de8af99ddee111258c121a,1,credit_card,8,375.41
8a4f049e93b07babc87ccf981d7cdd94,1,credit_card,3,61.01
6706f390222e7bc202b12f387ecd6e29,1,boleto,1,60.65
d9c7d6586555e3adb3709a7047e36c11,1,credit_card,2,29.08
d849519c380fc7427ba88fc312ade389,1,credit_card,10,383.5
f082f28d8497b7ec4f89389dc373c7a6,1,credit_card,2,50.09
faabc69ee9f9b4e81c8a4504fdacdc50,1,credit_card,1,118.2
883ee9317106f1b48b157ecaddc83f64,1,credit_card,1,48.23
08432abcf785878edf1221a0611960ea,1,boleto,1,47.18
673242a6057d4287cb24379d405cf5ac,1,credit_card,10,115.3
aa5bc7c80064a78e898a7c2defceb690,1,credit_card,2,106.87
541bb2ccd254b84fbaabf01e82324cb0,1,credit_card,8,105.29
7de45d1340279aa6e3847ffa7bb235a6,1,boleto,1,130.81
ef26a1bd5203cf613f8150597210abdc,1,credit_card,3,215.14
31e45c5f9ee488243f3fb1b2507219d1,1,credit_card,1,38.09
f61d8df3d4314897d9ddc27cf6b94bb5,1,credit_card,1,207.24
a41c8759fbe7aab36ea07e038b2d4465,1,boleto,1,53.73
509952a95c250007c345b4b929663dc6,1,credit_card,6,136.91
c341b928652ab66dc02f4a2e9bb2d969,1,credit_card,1,49.53
4845232ae57f7a4425c4a12adfa8cd06,1,credit_card,10,350.56
2899952345d332e41b79ece6d0463e9f,1,credit_card,4,119.47
8b5be28b78c96b28adca40358eed3d7b,1,boleto,1,69.9
6f209510f34ce1a8c89d11273039981d,1,credit_card,2,51.42
202c632ebb14ebfabad48f43c9a9f166,1,credit_card,8,205.31
dc5c1e4b9f70ea51724488c3f86b7c68,1,credit_card,5,396.32
2ab7c0d346a37bba7f0a515bdd281745,1,credit_card,1,48.13
372538516b3d3f36483772cc19b2e433,1,credit_card,2,125.98
087c44ddc65697d4a3a2af9234c5a22b,1,credit_card,1,66.25
cdc8fc8cc642886abe16af26b0781daf,1,credit_card,10,110.61
e0a341e9f5a2c4c054ef1f49f6836414,1,credit_card,1,30.09
979fdfc1766453994df684ee9637ec80,1,boleto,1,131.21
e12d873b226207d68d316a6bcf65123f,1,credit_card,2,45.1
c590ba67ec2c2ec0625ec1f9119b6598,1,boleto,1,56.22
551881f4a46fb5aafca0e72765c499a9,1,credit_card,2,109.07
e93662c430b438b8bd5d1bd6e35480a7,1,credit_card,3,176.11
39f95a00d83145b299d7b0aeddccd24f,1,credit_card,1,58.6
5ae27cc40da0652f19685c5b8352c979,1,credit_card,8,510.3
d9ed7b8cfe99da8442618eabb0f9997c,1,credit_card,4,230.0
02c6f38cbd2d15df19cf2621019823fd,1,boleto,1,413.96
9960ee97c2f8d801a200a01893b3942f,2,voucher,1,201.65
5021c4cb8f8fa752b0b12fc72fd72cf4,1,credit_card,1,59.09
164a6c920f4a6f51223792333af13e24,1,credit_card,2,63.12
7729dd457f2649c804b02f610b54acc7,1,boleto,1,67.18
ea5b7fbed8f0f55de316e8f9d315e3ca,1,credit_card,10,1101.51
bcd7dbf9f460ff7e9553592547797b95,1,credit_card,3,115.45
3053d9278ac444ba8fa2ab0d7a4f6547,1,credit_card,1,78.91
85daf7307b6fe2f3ed3cb569633b9f9a,1,credit_card,1,232.09
82f80de0171e33975afd163727d03070,1,boleto,1,351.54
4bf27cd715a4b7ccb0ea582b5b5fd639,1,credit_card,8,80.65
55d741cba8bfa4db04ec4af34a99cbfe,1,credit_card,2,186.87
75674608f3fd582a5d47385912f8aaf2,1,credit_card,3,136.95
81fd075e4c7bbc4370a3467b89d28cdf,1,credit_card,1,49.91
0646e0e4885dd8c69dddd6b2742b3b1b,1,credit_card,6,571.42
05ce664903d14969bd94d9633ffd8f14,1,credit_card,1,89.88
4d7e10ed70b8c2358e94850352bb490b,1,boleto,1,77.57
dd2abc99a0eb03ae77d66e95f32baae0,1,credit_card,3,71.36
9ef921f5c09cf02012029e4660e4ddce,1,credit_card,8,148.15
5077287aeb4c2ee7662411de334235ab,1,credit_card,6,319.25
82448518c158621499c410430165ac1d,1,credit_card,9,408.82
18cdeae7a1be6702546e3d83e5186748,1,credit_card,3,117.53
3e83ca3523a68abaf07131a5ecab7319,1,credit_card,1,27.0
bfea0767c18bf1f63b7f334b42309ecb,1,credit_card,1,547.98
3ddc07d7669b7ee4d1741132ae14302c,1,credit_card,1,39.09
a0123fbd74e1c68d8f3f46d14a07de6a,1,credit_card,8,301.35
9b573950822247289cc283b3e30f19d8,1,credit_card,2,37.09
dc1d41f0e6212d99f654cf8177510110,1,voucher,1,36.05
64436f4f8512c1b4391df3458e082b94,1,boleto,1,63.63
21cade19cb2ceb4f1e5c9f9aa0daa4a9,1,credit_card,1,137.26
6858998aecdc09bc7b5a8ec2d79d21ff,1,boleto,1,87.25
4ac6cfb47c51ac043927b84975d1a62d,1,credit_card,1,29.73
52f1efb2a407df9b385cd3960975d107,2,voucher,1,25.0
9177fe6f8c324410d13aac7a2ac35f33,1,credit_card,3,37.1
41be6772462ac0053519d7f2e957211e,1,credit_card,1,6.76
aa6e3cc7cf13ef1dc599d1243daee6f6,1,boleto,1,152.7
fa21661c4501069a0726697b9d207400,1,boleto,1,159.85
9184e4fb03ebdcb5a06a6d1237463ca5,1,credit_card,6,215.56
ffa39020fe7c8a3e907320e1bec4b985,2,voucher,1,64.01
db60e917f3e707779a0efd2b52354951,1,credit_card,10,224.14
b2f3d2d1f85fbcb5a6c45772be41c65f,1,boleto,1,61.0
a69aaa894f707814637e9794aa556f0f,1,credit_card,15,211.87
78469a4c4c4527d1bf67198adc690ead,1,credit_card,1,40.0
21cf2a548764530e2638e941f0dc7fed,1,credit_card,2,150.37
59ac31de88c9c4b239aeee82c6a0596e,1,credit_card,1,33.95
c24b8b41e6857d59a27f2b150bb669d9,1,boleto,1,93.41
44b5da55b74c44fd304b7b8b3b29d5d2,1,credit_card,3,32.09
0731519818400f39a85714db501f1781,2,voucher,1,99.9
dde57deff5c66be4e59c0da19696ea50,1,credit_card,3,128.89
38ea876db54669e7e86dc8c79049b795,1,credit_card,1,48.3
383bb8b07361166ea86f3f4b51e96ff7,1,credit_card,1,42.06
2a7cb435d5ffc8aaeae3c4f08a181dce,1,credit_card,1,50.13
fd8ca4a133991717f16d0e8e32f01ea5,1,credit_card,3,89.36
f9ec88f49637ef75f91d3b52f89b2809,1,boleto,1,133.21
91394832e2cfea6fd2da6fe1b72df4c9,1,credit_card,6,82.55
81e4c4d7594a8111a17da1f1b399ba07,1,credit_card,1,106.38
00f86b368251d739f1896d41469b2b7a,1,credit_card,4,175.05
e524a1d7796e94896f17636abddaafe5,1,credit_card,7,345.92
ec69be9fc7fbfea191b1252ccfad7732,1,credit_card,3,84.15
8f2da1ebf763886822d2ee38c2986cbf,1,credit_card,5,74.07
2322d66af2e4fa6e3d854b5249ca9f6a,1,credit_card,1,80.1
847bbf8a16e79d8128e4fc5f7554d919,1,credit_card,6,63.87
6982e573fae66449ecdcb3381c5c75f9,1,credit_card,5,329.47
426ad73f31e7c52e6eb4b173459340c2,1,credit_card,1,652.7
890f778e65429f5466787ff91cda177b,1,credit_card,3,191.0
e26feee700e28b2867a3e8d6f2b644b3,1,credit_card,1,670.85
86624050a21141bc5122640df317183e,1,credit_card,1,147.24
43331248a781e8394ddf4779ca2e664f,1,credit_card,8,102.96
c5bb8cf75ccd20ee373200ab31628770,1,credit_card,10,121.8
451d82f07a1528cdce26398f1f04f8f7,1,credit_card,2,314.54
e05885007043bb1e8f723ff2d4f5aa4d,1,credit_card,8,128.27
4d49d457ad5fc517a2a6f4f9ba232067,1,boleto,1,35.0
de2884aa8799702e8d242dc4029db3cc,1,boleto,1,250.47
ba75b10a16e530cca75088408909b325,1,credit_card,2,104.21
016b451bbcd4f0766dcbeb082cfe89db,1,credit_card,8,415.96
45b62a8b5201fc31f705344b2d9e55de,1,credit_card,2,116.84
7372a6934463ad68c06feb59d74c1b12,1,boleto,1,158.78
c9a7187610e0bf2fb8231f0e278795f3,1,credit_card,4,96.65
263deb0d1a35645df1f371bfaded4589,1,credit_card,1,68.3
30e92c30b450ba0009e6664e0d8210dd,1,credit_card,4,49.01
e670e635e13b902d8de6bdb5026d9a88,1,boleto,1,60.0
ad15c9a28a11dd4bd654f655432b931a,1,credit_card,1,77.57
8e6c27f398014811b5c97729cd6ec20a,1,credit_card,10,446.0
8c1d9edae3eb31bec39a9bc12b0b1368,1,credit_card,2,41.71
0470834755105bf0bb1c3062a73f1d99,1,boleto,1,51.5
9b536ddb073db4391797658cad90522f,1,credit_card,10,1022.82
bd4e1aca3bf7bf2885e95ac5072be970,1,credit_card,10,360.66
ad7dbdfbd06591893e48b29f3f45c9f3,1,credit_card,1,53.22
9d54b7013ee149b8457d484c63fc02ce,1,boleto,1,67.5
0f2f7e210f5079ed1f797cb4aed6dfbc,1,credit_card,1,212.52
f7247b9bfe84eb166ffc3c5fce94be54,1,boleto,1,35.0
677829eb9901f0a1e2fc70b129937cc7,1,boleto,1,43.59
78f62098f3fbba55d5a6fc9b2e072cc2,1,credit_card,5,107.78
0650ef96422834cca0cc7799efbf6307,1,credit_card,2,118.88
0f2d5ecfa7bf7c7319f63e1ac4267b1a,1,boleto,1,199.52
e40632c1a86bf79342051a1ed16149c3,1,credit_card,1,27.23
e842dc26adcaa67fb96f4e32c2cf97cc,1,credit_card,6,72.73
608582593b18710bb42b20dab9dc9b06,1,credit_card,2,133.25
777c67eab7c0712ccde8ffbb22715adb,1,boleto,1,147.3
ad366003d331bb0eaa77c1efc5570657,1,boleto,1,93.28
3dd5f3e88e755bfddd878c1be9903b4c,1,credit_card,2,99.57
91e37208355ef2b54b5d8217ed81f365,1,boleto,1,32.63
496ed3d2f9bcb86cb243f5e9fe1627e5,1,credit_card,10,191.58
4507dd7dedf9adef4850d18ba67130ef,1,credit_card,6,61.01
26e1b052ba34536f5766198e15bed1c2,1,boleto,1,38.13
9903b2c5405f73a9370435b3848f8d4c,1,credit_card,1,125.42
afcf3863fcb506587dd64998940c5785,1,boleto,1,60.78
257e2d62e2b031eb09cea19d847305c6,1,credit_card,8,372.01
9c8ffc9afe14108def96d0b1a3678eec,1,credit_card,1,169.44
f5c7fcc9933ae8861462ee79735d9993,1,credit_card,1,589.05
c3a4760791fe90fe58b360dbfc812805,2,debit_card,1,37.13
231f5faa326e8643dc979ef4dcc9cd31,1,credit_card,1,93.65
8c077233d04d9bca0a5bef45afddf354,1,boleto,1,57.39
6b47aeb5acd9b0fc45cfa4cda0b42c5f,1,boleto,1,51.11
607d8f6570c73e6a2e553908d572abc7,1,credit_card,1,14.64
dcccbd535ac6be4884373971fe2cf444,1,credit_card,3,136.54
aee3d95a7c0524bee2967e283ca5fb13,1,credit_card,10,181.51
785e849a702dab4672f0febcf4c1afc5,1,credit_card,6,143.42
b3ac86bf741341789a0603dc5f8b0ecd,1,credit_card,15,404.72
b98b6a399680185770871d01209d3f7a,1,boleto,1,126.72
1466219eb36318493e16297ec7a2d87a,1,credit_card,1,64.1
3449aa90c200ac98335249ce9f0e3151,1,boleto,1,63.37
65693cc880b8cf8c5e24798b6e042e0f,1,credit_card,1,60.09
e8253edb8afd8c06fed540435eac942d,1,boleto,1,60.31
2d75fff7b2cc9e8df5ddfcf9a7a11cec,1,boleto,1,436.42
06556f76bd21201c0deb015022757aa8,1,credit_card,4,167.29
6ceabf34d230c31f161988dd2ff8fa92,2,voucher,1,14.46
424c7f648ec1a188ab3f51a67cbd2e12,1,credit_card,8,168.2
bab0f0b79b3da1f56810300638d94112,2,voucher,1,46.72
2b7f34e9b0b9eba10050d725278d8609,1,boleto,1,70.0
ec13b401afa92c73e534aa28d83e4ec0,1,credit_card,4,105.28
00e1bdb3f1388c8ed222597ee4fa01e7,1,boleto,1,437.59
e31ec91cea1ecf97797787471f98a8c2,1,credit_card,2,711.07
d4c0ebae1ec07474b7d092a62b469f6d,1,credit_card,1,11.91
617f3ac92b6ecb2e873e6075d9f936d7,1,credit_card,2,67.6
236909a5eec961f916c742c7f991d3e5,1,credit_card,5,114.8
f18481fd839eabadc3d84dc73eead362,1,credit_card,4,117.01
241d32c9a01951afcb78c68daeaae996,1,credit_card,1,220.84
8d4d21fb1ce7b5b4e78d264feb534aee,1,credit_card,2,182.69
649c4145bbf6cdb7b096afa02bf5e299,1,credit_card,1,47.53
a4f6c6ff0270709873e39b3fc5c2f256,1,credit_card,8,197.95
6a795efb2654a56729bd429117198807,1,boleto,1,144.55
14e80e4600a8d7fafeb635d6d4ef7151,1,boleto,1,64.13
55bb87b958949d33812cf0a037320db7,1,boleto,1,74.36
c4d7d5a8e5e6c168142085d231c65b79,1,credit_card,10,1135.89
ed6878f64d1bb00f07e210dfaaf9e4d3,1,credit_card,2,75.73
b0020f0c929a2ad38d93d733ad077ef7,1,credit_card,4,163.81
b8b3f1a93f6899699c4cfab3f0cb85e0,1,credit_card,12,125.74
13dae3b277e3fe7e2596f842cbb6d62b,1,credit_card,10,119.94
3b2124c60aeceeefe963adfc35d0310d,1,credit_card,4,99.55
1e5a6ddd2dbe3e6f65699e6e643dc5cf,1,credit_card,1,116.14
49f44536aa73471aee96794e10af4261,1,voucher,1,82.72
afb8f47ec32e4f5422faa50ed40127d4,1,boleto,1,50.74
f61e44e1363b7faca99c576a429860d7,1,credit_card,5,57.74
ef24051d70c42220346c1e8d253502ee,1,credit_card,3,75.68
bebbbe90253dadf5c7d8dbacfaf446f4,1,credit_card,8,254.98
6cd474b81add3c3d62536cab3e34aa23,1,credit_card,2,180.32
0b5588f04551d90ee148462bb65dfddf,1,debit_card,1,146.12
604970dd9342c16efde4207c42f38f2d,1,boleto,1,30.6
ce716318c763d03347f07a20bf57d4f2,1,credit_card,3,44.32
ccaca3cf7deefb7e24e36ed8cd85c647,1,credit_card,1,99.43
8c87396ac0bed9eb7bd138eeef8945c5,1,credit_card,2,60.0
f232ff4908be69d9a06a746be78f1390,1,credit_card,3,155.14
34050aa3fee994fb448fd3d87028f094,1,credit_card,6,75.68
5cd0bfe5f8c93fa85da717bcf8987fc5,1,credit_card,2,116.94
847bbf8a16e79d8128e4fc5f7554d919,2,voucher,1,72.43
5928d420527d13a50a884bc80c6ea676,1,boleto,1,66.44
8104809ce1b8fe36d8228fd0e357ebc0,1,boleto,1,113.55
a3cc993782ea3572fbd27048f12712ca,1,credit_card,10,227.56
b7a592c88818dcacf25f151e67f0bd8c,1,credit_card,2,145.59
0de2d81b96096126e5ac518128fb3daa,1,credit_card,3,143.28
58be29292eff76e98cd5063f83ed7c51,1,boleto,1,596.27
20baf04dd07db849cacb72e8cc0447aa,1,boleto,1,115.01
f6e0b0a52fa22c15d6784e3cdda6e953,1,credit_card,1,63.96
2861bde48c258a06a5ded52e540dc6be,1,credit_card,6,67.5
e625944bd16cd8f6b0daa1861cd25b19,1,credit_card,5,104.36
571b3d06ddb5bba38fac92f4da0778e7,1,credit_card,8,176.76
beaa70f158221aa1ca0d8a5545b97569,1,credit_card,10,219.51
2d587ea1d70ea2fa8bc79a23cfe02ab4,1,boleto,1,76.17
c7f9c9ed8383be0c7514a7672ffdfdbe,1,credit_card,6,68.35
db7d019ce87ceb1539bd37353ab408ba,2,voucher,1,100.0
e6ccb4e29b42a81b774b13101835b5a3,1,credit_card,6,93.65
116c70afde066c60adb8381e4c23c07d,1,credit_card,1,44.1
e6f1079796c9aa6e372d9c759310b5c2,1,credit_card,9,181.91
a62cea6420ca6b61d36c62aeb795858f,1,credit_card,1,75.07
91f1ac61a8e729f0c88109ea99fef51d,1,boleto,1,47.0
6308938677b016004e5c35f0d86fd8aa,1,boleto,1,41.0
7e03ea2749db964d64386d5ba76cad36,1,credit_card,2,140.56
b3a0eb2ed8d1c40cb723235fc937b654,1,credit_card,4,47.23
93bf5323e2c3624fdc56fc6083bc71d4,1,boleto,1,144.54
e897d96adf4da16805cd6faf2913ce48,1,credit_card,5,424.0
bf109fa36da244c6c5425edfda0d8aab,1,boleto,1,81.11
b5c266ddb80e22c5857e6c88e559afd0,1,boleto,1,27.75
f063433055bc159629f5b86f7d86dc38,1,credit_card,1,51.59
e38d9183e9b3d19b748b3af7732d2ef4,1,credit_card,10,156.44
10feb46f47b85fa9eee572eb5521dd54,1,boleto,1,31.11
6cac054c444c98466bfa9af759df2f8a,2,voucher,1,67.98
0ee10b39b0acad1a8348fe15514a1115,1,credit_card,10,160.44
067e0bf1a58a53c58a1e15f5143ae36e,1,credit_card,3,100.34
b3aa358cdcee8ff60eb149b6edfc6212,1,boleto,1,164.26
6e80500cf8aa7894a6e56a436ee785d2,1,credit_card,1,86.2
cce9265db762ed6a292410cee5e5369b,1,credit_card,8,367.11
d748f1038851a92e7ccb2b2794a286eb,1,boleto,1,69.9
1314746d24fc84d41f49777b0ad90c69,1,credit_card,1,170.28
aae373a2cc64ed2d1f262aa56e70b7e8,1,credit_card,1,37.96
7e2abfe12599364389f3fcb145141030,1,credit_card,1,34.13
2dafb4132a26189c56b5443762cba44e,1,credit_card,1,152.06
5c3478406a9223b2b32d6ab8e0334441,1,boleto,1,146.68
d25091a3e5d9d4a0a83ad9413f8828d2,1,credit_card,5,63.23
c264a164325d23f657477ec6c1f0907a,1,credit_card,1,250.0
620a855412168296816caddc230b00bf,1,credit_card,1,33.3
c3dcabeec7fe9ac4201e8b9d04cf64f1,1,credit_card,3,260.0
57683137f254d82a617e934ec6cd5472,1,boleto,1,273.62
5f8e8bff26bd07b73a3ecf086de33d4a,2,voucher,1,107.48
3570e34137f62140285ee90fed63ec69,1,credit_card,1,53.14
69dfe792c019bf6ffda89f85c1e9623e,1,credit_card,4,156.44
27898da84be67ffaac7dfd170663529f,1,credit_card,10,160.68
d7f7f7e7d5d70c736d9d3f8b9ce10e94,1,boleto,1,127.01
0cd0bff6841594d9006994fcfbf3e44b,1,boleto,1,32.1
a152e104a4305cc7b35c02b235c6887d,1,credit_card,3,75.07
40e66087ad7bd8e05f8f52a99bdb50d0,1,credit_card,5,100.34
015fb6b5f739788434fa690540f90f19,1,boleto,1,475.96
dad38cc9bc5fe2b4a6febb5d1fc37443,1,boleto,1,108.91
a548bc6afbda383e174fdcfb79a92581,1,credit_card,2,64.44
e832fe7f7808b5f981ee02746681d40e,1,credit_card,10,119.94
2cab6eabb3eaa7f0185225e89585ffdb,1,boleto,1,99.9
df832acdcfc236969ab361d4597e6e0a,1,boleto,1,47.14
2456c2028c3aba19df5529d6fc81531f,1,credit_card,1,50.0
e6e29c88d11adad7615c63b147dd55d2,1,credit_card,3,31.0
46336bf0a9f5def552f2f03a691ee9ed,1,credit_card,10,113.88
cfa5751e0d7592de9b8993318edb433e,1,credit_card,2,138.6
bbbc78f0d6afd4eb216b5760d0502070,1,credit_card,3,193.84
f7c13c71907b58b590da46643fda3bbc,1,credit_card,5,105.28
6c2f4118a5a723bdbd456e2bcc7d85c5,1,credit_card,10,515.81
5c3ed80bbf87273549529ebc6a45650d,1,credit_card,3,111.72
1e5116c850ec5a9a3a83ff73bd06aef6,1,boleto,1,81.15
4a84096c064c8cd3d887cf815a923c06,1,boleto,1,183.29
013bc77d3ca5fba084a241fdcb307393,2,voucher,1,17.72
45c9dc054d45b20502714951e49729e4,1,credit_card,10,311.71
32a36b92faf67aebedb4eea534a49c4b,1,credit_card,1,55.05
60f46ff1481bcfaf8a78259b1827c1d9,1,credit_card,4,40.0
6d0940a8f5fba47562bb14cd97dfd6da,1,credit_card,10,2455.12
cd05165a846200165f408aac54408021,1,boleto,1,213.34
e5af3df04e781dc26254b1bec2563848,1,credit_card,3,107.15
35a6518f311840d6bbc5998c7201db80,1,credit_card,5,108.0
1090567d21a127642a40ee3423dc19e8,1,boleto,1,76.57
41056c68216a5174be6c39a7b4d596c2,1,credit_card,3,186.87
15389fc860a5a2db39fd86b758b8e9ba,1,credit_card,1,43.07
0f95a7e23723d5388a494f2d812a8332,1,credit_card,1,35.13
fa2b7f457f0624bb344dc3023f557d7e,1,credit_card,10,596.64
788634b6e1564dce8d0833139af74c07,1,credit_card,9,91.66
77857b5f4745e31dcc0626a9326f6543,1,credit_card,3,210.11
76c6e866289321a7c93b82b54852dc33,1,boleto,1,35.95
8c0819345572d0da947e64bfdf38e3d2,1,credit_card,4,57.09
aafa42c99c04de8208303c4dcf9a4e4b,1,boleto,1,118.48
9c00e21690ded199ff76a235193af3ec,1,credit_card,1,58.09
edc852e0d271566f7923b10c089c30ec,1,boleto,1,133.42
16ff340ba4219b1117ea9ec2ea0a6b47,1,credit_card,12,321.58
ea39d327906c9e8540a9b0f5004dcf46,1,credit_card,2,51.78
5ca9ca0cbc0ad4efc5f2d26283139d03,1,credit_card,9,90.28
4993ec7b7fc38f8d4f61f8c90c1a9510,1,credit_card,10,235.28
ca232f56f19ba1b6db4b6cfea0d514a2,1,boleto,1,163.06
e98a3b2b3472d167a1ea3b0702b78ad9,1,boleto,1,159.22
a2c0b2415d93b4f58c27e69c87035638,1,credit_card,1,111.91
8912714cffbe195a053e461728955065,1,credit_card,4,171.13
6aad8a16f17436a086a9407258c150a4,1,credit_card,4,313.86
84253562834802051b3ee018d7daecb4,2,voucher,1,9.91
fb160817be895543f88cd2eb3d7b1946,1,credit_card,3,153.32
94f039fd9c674f33650e01915dd3dd43,1,boleto,1,125.23
0532db7075ba24a851a342f08d0e0b39,1,credit_card,10,213.41
de8a2818f7fe963e53d394e7848bc9b2,1,credit_card,8,84.62
68986e4324f6a21481df4e6e89abcf01,4,voucher,1,19.06
b65589b94530126b587553d33874aaf7,1,credit_card,8,113.92
12ab31863d076fffc0578c5556082865,1,credit_card,3,388.56
98573bb494103800f6790b57c1357ba7,1,credit_card,4,265.64
58829394980c3e52afb649be7d0e663a,1,boleto,1,195.91
0cda3f4a118f3654ee4e487e867fa036,1,boleto,1,106.87
ef37efcd7c68d5d876772184772a1ea5,1,credit_card,7,170.78
0257956857cf61994611a0a19f4bc247,1,credit_card,1,70.02
765d8e5f6a9d496c895d21bb271ff1e8,1,credit_card,1,27.38
f9f5a6122ac5d668e8bf05b61354507e,1,boleto,1,28.22
c571e33a662a6379681a73ca764dc4e4,1,credit_card,8,424.99
2cee056eb245a8978a5d8a408436e82f,1,credit_card,1,156.7
a9c1797126d283581f739c4c96640963,1,credit_card,3,65.09
da8e92c95f6211d869cc1ed980065ed0,1,credit_card,10,271.17
0337e9398b087d93f41230ceb2410b50,1,credit_card,1,36.73
df506acc7ef7a1311a4602005f0c982e,1,credit_card,2,48.21
e5cee28542e829bfd8e8ab719c386311,1,credit_card,10,307.9
4c68cc2a641de6ebea2ffbd6a5ec347e,1,boleto,1,65.1
bc86e3292b57c1f04887157a40cccfc2,1,credit_card,4,91.11
