review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
73a58bd10f2667a04ee95df0071d5988,a5ace85930526f2e2c1f06c2d3383e90,1,,Ainda não recebi,2018-01-06 00:00:00,2018-01-06 12:19:24
19074f5809403265fc47263ea93325ee,028d62c0fdae574114981f4fb33b5538,2,,Comprei o produto dia em inicio de março e não recebi no prazo abrindo até um protocolo para resolverem minha situação,2018-03-29 00:00:00,2018-03-29 15:32:27
1489ef235189b9e5e1a9d4308bf228bd,a0c370a65210b6a6e739cf8e302b9c77,1,,"Comprei duas mochilas, recebi apenas uma, o natal está chegando e até agora nada!",2017-12-14 00:00:00,2017-12-20 10:28:32
11b7da00e5de667df747bfed746cd44f,157ca6af9e09fbc0742ec25ceb3f0f67,5,,,2018-05-18 00:00:00,2018-05-20 18:34:15
9e96e374304db42a8aecd4a97d53cc1b,00f251b943aba645652c7138e4716fee,5,Super recomendado,Estou plenamente satisfeita com minha aquisição. E recomendo. A única coisa que não concordo é com o valor de frete. Autíssimo.,2018-08-21 00:00:00,2018-08-22 11:09:52
21d7fa60f781a98de43940c2573d07ee,a41bb2f937139613df86a333fdbaa7c9,5,Super recomendo,Entrega e produto perfeito!,2018-08-24 00:00:00,2018-08-28 20:47:22
7b66de927426b71a817aa36df5e8a0b3,634e8f4c0f6744a626f77f39770ac6aa,1,,Muito bom o produto e preço cobrado!,2017-08-17 00:00:00,2017-08-17 23:36:23
f90a3cc882abfe97a109dbd6d6e1203a,ffa378a0d8e871367fbe51bdd9e12a1f,5,,Sdds ,2017-10-04 00:00:00,2017-10-04 23:36:22
253662a4cd78b84ca6547d0359fe90f6,aeb81ccabe4f164a26e763cd5b07fd99,1,,No aguardo de um retorno urgente.,2018-04-15 00:00:00,2018-04-17 20:24:28
d1022bc36ae98c11c7479dedc36f837f,5982fca4536769e5024e12eb8b6f473c,5,,,2018-04-04 00:00:00,2018-04-05 12:32:55
677aaf9f1a231a681b4ee59a17ff4a73,865632b4b7bd773e94d482105b596672,5,,,2018-08-22 00:00:00,2018-08-29 18:46:54
de7648e683482829b3ac3ba3a4ae64a0,21dd600edd64e225d04af3670d1803b3,5,Luminária excelente,Bom produto. Entrega rápida. Recomendo,2018-05-15 00:00:00,2018-05-19 22:06:57
4cb1244eb3e77c0e12d932664e701c7a,90ec7e058a164b8dccce02591de2f99a,5,,Produto recebido no prazo e em perfeitas condições.,2017-03-07 00:00:00,2017-03-08 11:23:14
560effdc2aaba0ed5d37ed8a98cc6af2,3ef6bcdda6193f8657168ba7e8b3e948,1,,"Recebi outra boneca, quero devolver e não consigo contato! Jamais compraria novamente dessa loja! ",2017-12-07 00:00:00,2017-12-11 23:48:29
23bb19a944b4148d8f438485a594964d,044406a115a855072a8e79d38f028a80,1,,,2017-08-11 00:00:00,2017-08-12 02:14:46
b200a329d942243a5c63cbfb6f1dd7e8,7d147963db91d7f73bfb2c6a89516682,4,,,2018-02-28 00:00:00,2018-03-04 19:37:40
25b6aedb3370e27d5d2e899a98ee7370,d97054c687bd818d4f7b78cda2eb4f01,5,,,2018-07-04 00:00:00,2018-07-05 00:42:10
a9a9489f00b37728b4905e47f2b95a4d,97c03a7db982e3af99d766bac1aadc7f,5,,Entrega rapida e correta,2017-12-21 00:00:00,2017-12-21 10:12:10
9c8dec22e76c10ea9da9997073dd41b0,ad4e4232930ccc325c9ff5017caf7486,4,,"Tudo correu como combinado, nada a reclamar.",2017-07-11 00:00:00,2017-07-12 14:14:27
cf75ba3b3b16ca972335c42fbf21efdc,7f0cc9a8528cca2dc63cddba3940474f,5,,,2017-07-29 00:00:00,2017-07-30 00:54:13
001ce468e08e9ee56753421128bec6f4,465e367896219452ecc8d8dc02f61531,5,,,2018-07-21 00:00:00,2018-07-24 11:57:27
5dac2f4cdacb4bc53bb2b746063ccc3b,fe9d220ef122811f6078f92ee189d144,4,,,2018-07-06 00:00:00,2018-07-09 11:25:58
835ef8e61187af653eea44d7182d963b,61af446d4e7b09c62e2f43501be438f1,5,,,2018-08-23 00:00:00,2018-08-24 12:29:27
22b9bb612be577d8a77fb9a62e627f08,4b887b761d172d69c3e9f5b51936d646,5,,,2018-05-10 00:00:00,2018-05-11 09:52:31
179f7691fefe10e924d8376399ba62a6,30f953550693db6ca376d49de5533bd1,5,,,2018-05-06 00:00:00,2018-05-08 00:05:40
416618a6ae27f1e81d8394bf3c9b7e84,2a5243c1617fc7fbba213c4960700889,5,,Produto entregue antes do prazo em ótimo estado.,2018-01-27 00:00:00,2018-01-31 10:53:47
536c631d5f15eab8260d69b603779f99,62fd709303ada1fdabb94af48092000b,1,,O produto foi encaminhado para cidade de destino no dia 31/03 e até o momento não recebi.,2018-04-11 00:00:00,2018-04-11 09:55:40
05c968cc75440c647f58e6bfe1ee15bb,27a7ac440630f9de788e4d66e72c6424,4,,,2017-05-03 00:00:00,2017-05-04 01:11:07
b4fa2da5a5d09d2b16c59c370467ff75,faabc69ee9f9b4e81c8a4504fdacdc50,5,,,2017-12-29 00:00:00,2017-12-29 21:29:37
a19e0a3ad1dcda0f28ad1e37fff6ff27,4888eb67727162d62e275521e8d6bf41,5,,Produto entregue,2018-06-21 00:00:00,2018-06-24 00:28:08
705fbff6c9f25520ba82964b1aa927b5,1e041fe00fff13b851ee7e11516481fe,5,,,2017-07-01 00:00:00,2017-07-01 16:39:21
b62b86ff6108447c826efcf1b157168d,04c28d1572e04b2b3e5b80ca7559e750,1,ENTRAGOU NO PRIMEIRO DIA,"ABRI PROTOCOLO PARA DEVOLUÇÃO, PRODUTO DE BAIXA QUALIDADE DEU PROBLEMA NO PRIMEIRO DIA DE USO.

lannister VIROU UM MERCADO LIVRE....6 PEDIDOS 6 PROBLEMAS ",2018-06-21 00:00:00,2018-06-23 00:12:26
87a0264d6b18f5bab5710357fa8e7fcc,97552822029d7859e945e88913d3e814,5,,Ótimo atendimento e entrega antes do prazo.,2018-05-09 00:00:00,2018-05-09 17:55:11
9a42ed0fda76566c783eacf7333ad402,351a62fa8409254743dcf169fd1d9abd,5,,,2018-06-28 00:00:00,2018-07-02 16:06:06
932d206100241c3fe7dbb167874b048d,e8fba6b3bd2fa3e2e1d4b101fbd93b17,5,,Ótimo serviço,2017-07-13 00:00:00,2017-07-15 23:23:05
ce87e38ac994c81c48da4d5943ae56bb,9386d40609a844441d3fc71a2d763aeb,3,,"A compra efetuada foram dois ursos que rezam, um rosa e um azul, recebi somente um dos produtos que adquiri, o rosa, estou aguardando retorno do vendedor, sobre o que ocorreu e se vou receber o outro",2018-02-22 00:00:00,2018-02-23 02:24:08
482c1386f06b3ce2df86cc705b98ca0d,4f0db42a25e38b5376a4e33b5cd42687,5,,,2018-03-06 00:00:00,2018-03-07 12:44:33
adec14df6742a9de2fab36658333513d,a080255684c6772ec5153e1b847c9240,5,,,2018-08-21 00:00:00,2018-08-24 23:28:34
3b52937c42afbe9534c6e77e1c40ba1d,20cebe1097b0f1c09cc5f22570566d1a,4,,,2018-02-28 00:00:00,2018-03-01 02:05:10
37cf238c78a9b1d3a26bf09a95cd4738,c16b33b318036905a37290c0c735c522,5,,,2017-12-30 00:00:00,2017-12-30 18:17:37
4d7c13d439b1f6a19f9c69b7aa18f077,a558df35f2582dce7a0a683f618ea859,5,,Atendeu as expectativas,2018-03-08 00:00:00,2018-03-08 23:50:45
125af5098b160c059cd60bafcc1f6ad1,85f8ad45e067abd694b627859fa57453,5,,,2017-02-08 00:00:00,2017-02-09 10:09:24
81478d5532e633c89f8c20d4514225b0,17ce4ce87048e4d27da01a07f97dafca,2,,,2018-03-25 00:00:00,2018-03-25 19:51:03
aa32e7acf46672a736d9d39259b8c348,5c3c60aeb481f5e8ca0598d6f3d6ab39,5,,Produtos muito bons! ,2018-01-14 00:00:00,2018-01-15 15:56:40
2fbf86e8c3cadd127773be0cf8a84da3,5685548b79358ab0ae555e21ef9cb4ea,5,,,2017-02-22 00:00:00,2017-02-24 19:41:39
be7e2989673cb2a147b87ba73277da9e,777c67eab7c0712ccde8ffbb22715adb,1,,,2017-04-01 00:00:00,2017-04-01 07:40:02
60ef633993197390978284101385bbf7,c14280403027095676ce13109d5e2864,3,Bom relógio entrega ruim,"Produto de qualidade, entrega muito demorada",2018-04-17 00:00:00,2018-05-04 05:41:13
9b52da774798f2756b5f90da0150e546,c45bac21efb8f0856af311a0f8d67695,1,,"ENTREGA MUITO DEMORADA, COMPREI EM 26/03/2018 E ATÉ AGORA NÃO RECEBI OS PRODUTOS",2018-04-21 00:00:00,2018-04-21 11:46:08
8adaa7d1f033a89f30ea7ab88182764b,6f3bcb56b24abe9303122deb9ab78295,5,,,2017-06-08 00:00:00,2017-06-11 12:32:01
74b8ffd2b4cc9421ba03f314089eb4c3,d64ce66e16fb6779823181c074822d99,5,,,2018-08-23 00:00:00,2018-08-23 21:27:31
d326ebc1ded6003be0bf1d1dad3aa2a9,da8e92c95f6211d869cc1ed980065ed0,4,,,2018-05-11 00:00:00,2018-05-11 23:36:52
b2659b9ea960dac65b54c9c209cface1,a92da206ef6383c3faea2be21c673e5d,5,,Ótimo produto ,2017-10-12 00:00:00,2017-10-12 21:07:40
f47e865dd8d556ecf314e528d0a1e852,0257956857cf61994611a0a19f4bc247,5,,,2017-10-25 00:00:00,2017-11-09 22:00:11
1d88ac1da949a9dcf5f73f9a9ffb01a6,1b181325fc6ea91c3d0397695f84aa63,5,,,2017-08-24 00:00:00,2017-08-25 00:53:06
09716d4181bad94853a76b357eaf3202,e4223b96432f4984fc69390438d80861,1,,O película de vidro veio com defeito e não estou conseguindo resolver o problema.,2017-10-10 00:00:00,2017-10-11 20:29:39
88c8c6494802ac4bc6f7d1f281bbc2e1,ec69be9fc7fbfea191b1252ccfad7732,3,,"Minha mercadoria era para levar mais ou menos 20 dias para chegar, demorou quase dois meses!!!!!",2018-01-13 00:00:00,2018-01-16 09:22:17
ee1753b925a39250e5abe7d3d2224ecc,64ba7f5f2b493323d5dae1634f812cb5,5,Muito bom,veio no prazo e funcionando muito bem.,2018-06-26 00:00:00,2018-06-29 00:29:03
a422e5bbd097281091c9a0543b5f17b8,6a6c30136e870dc8e8338fbb826ee41e,5,,,2018-07-14 00:00:00,2018-07-16 23:25:06
a3bd308774ff9adda312bf4ef20c56aa,1090567d21a127642a40ee3423dc19e8,4,,,2017-10-20 00:00:00,2017-10-21 00:33:52
2e708b2a717a66f5a449f1fe68c1ae6e,bdb52fcc684d212ff85ba88d4acc3b7b,5,Excelente,Chegou muito antes do prazo!,2018-08-05 00:00:00,2018-08-06 17:34:27
51eac341cca804e68dbe44e55ea2d885,a21cbc9ba19b32c0588bb69aafab51cd,4,,,2017-07-08 00:00:00,2017-07-08 19:22:47
2dcc85d5d00c70b8a437a9ccfce7de14,d120a708fb38c8232ca1d0ca112731c5,5,,,2018-01-27 00:00:00,2018-01-28 19:57:00
71471bca368d793ab6a1ea4d828ef754,13ab319681acf383730a6b28363c36fb,4,,,2018-04-13 00:00:00,2018-04-17 13:12:37
5e255ba3be092d60c525d93b898a60cb,bbbc78f0d6afd4eb216b5760d0502070,5,,,2018-07-12 00:00:00,2018-07-13 23:21:52
9836cfc0e6dd9785e4bb0fcdcd2af7a2,248f06491b94081a333b97639693e59f,1,,"Comprei duas bonecas baby kiss Sid nil dia 07/12/17 e eles entregaram somente 1 boneca ,não veio junto nota fiscal,caixa amassada e também não consigo contato com a lannister o telefone só da ocupado",2018-01-05 00:00:00,2018-01-09 13:32:54
8a1d8ca4278233f4392523b32dd4f516,352624ca0ead1f999686becd48b614c8,5,,ótimo produto e entrega super rápida.,2018-01-30 00:00:00,2018-02-01 00:54:38
b7946091f8c0f21350ebc3a0bb37bc71,4b594c50ed0279e3677e9580c4cfcfdb,5,,"Ótima loja, produto muito bonito, entrega antes do prazo. Recomendo!!!!",2017-07-11 00:00:00,2017-07-12 01:33:47
c3d62d7dd729527efda7fc41c2edf7f5,8e7067b0751f4e22d4e31728a9a8323e,5,,,2018-02-08 00:00:00,2018-02-09 14:05:46
968a6443cdaf0f905d0ac0b90e950d9c,a4053182813e7c27c89a787f74361603,3,,"O produto foi entregue no prazo, até uma semana antes, porém houve um imprevisto na minha entrega, tentei entrar em contato várias vezes sem nenhum sucesso, fiquei mais de semana sem saber de nada.",2018-03-03 00:00:00,2018-03-04 02:40:47
c1f89683ea31380dcf73892efd8b3399,84ebc7aa538e4655d5d3c6810003c6f4,3,,,2018-01-25 00:00:00,2018-01-29 12:02:12
9a9299760da8c8f137d2a18d50ae7991,0f9db6b2900040157d27f21ae0f3d86d,3,targaryen,A capa é muito boa para o celular mas e película inclusa é de muita péssima qualidade.,2018-08-09 00:00:00,2018-08-12 20:22:42
541c9d54f43630b967b9e28a7f439a5b,34c109afdbe68c271dced774877af8f3,5,,,2017-06-17 00:00:00,2017-06-18 14:00:58
668ed0291a5f75be2b1a909374d009bd,a3a81e0b3771258744b5002e1ab03ee6,5,,o produto e muito bom obrigada ,2017-04-20 00:00:00,2017-04-21 09:35:34
9a6c566cb225db8e191342826f666121,e412fc992ea2637ad4e76b34edd88a18,1,Produto errado,,2018-07-14 00:00:00,2018-07-15 17:21:36
2043259de03f7957f399d2f504539157,979fdfc1766453994df684ee9637ec80,1,Produto veio diferente ,Produto veio diferente ao anuncuado. Liguei e só esperando o código para a devolução do produto e reembolso do valor pago.,2018-07-26 00:00:00,2018-07-26 21:25:30
59da8479890c076277cc85f2e1211206,6489b3baf98eaf50ca1b39f9178a1510,5,,perfeito.,2018-03-10 00:00:00,2018-03-15 23:32:38
57cb143a44dbc8b598a7ef7627eec130,a62cea6420ca6b61d36c62aeb795858f,3,,,2018-03-23 00:00:00,2018-03-26 11:37:26
16587c677753e8e8f1dffcda3314657e,5edee244fe02fdbeb9a2d97a4e8cf17c,5,,,2017-06-14 00:00:00,2017-06-15 23:37:38
a32310a66d1d7a6e086bb2f155f0023a,988117e4f714ed70371d15b7063e0add,5,,,2018-08-11 00:00:00,2018-08-11 19:50:43
45791dddeeb0367b8ff9cff03cf81634,bbd97f9114997dcfec26eb9dc1a7458c,5,,,2017-12-13 00:00:00,2017-12-16 19:28:21
ea022eba0e8a99f752bbfb1eeb23182f,c1c46208ebd1440f4da5b7197c544d6c,5,RECOMENDO SIM,"ASPIRADOR MUITO BOM, LEVE E FÁCIL DE MANUSEAR!",2018-08-28 00:00:00,2018-08-31 20:47:46
d28e1eb3775ed44c9bd007dd301c7bae,a014ab9c0e9c112b791293dc9ec38320,3,Capa veio na cor errada,"Comprei a capa de cor preta, porém recebi em 23/07/2018 na cor branca, gostaria de trocar, visto que o produto veio na cor errada.",2018-07-24 00:00:00,2018-07-24 19:09:01
3c2542496e33bf5b7caed7a1c1ddf77a,fe2a47da00335a2a5952630b366abb76,5,,,2018-08-26 00:00:00,2018-08-28 00:25:13
973f664b8345b0bd5c684141a545ef8d,41be6772462ac0053519d7f2e957211e,4,,,2017-10-20 00:00:00,2017-10-27 18:21:23
f421ee6211d7ee4edb08230e971af7e5,64abe32989d9bd84b32a370ecbe1cea5,5,,,2018-03-28 00:00:00,2018-03-28 22:34:06
93bff38e529369b84919d539aa3dc449,0715dfcf2383aa72c181d8b47f6cb589,5,,,2018-02-28 00:00:00,2018-03-06 23:17:46
771433447c3285fd381a71cc64284ca1,6f845696f97dbd80eb0bc519f70127a7,5,,"Produto lindo perfeito,chegou no tempo certo tudo direitinho",2017-07-12 00:00:00,2017-07-13 00:41:55
0a15d67adfc5bd4b56e19f9f75c7a23e,785e849a702dab4672f0febcf4c1afc5,5,Muito bom,O produto chegou antes do prazo previsto ,2018-04-27 00:00:00,2018-04-29 23:11:18
81a57c09af35f9736f760b6ae16af118,167d05678f810589a854d30460ae62f0,1,,"Demora, produto nao entregue!",2018-03-07 00:00:00,2018-03-07 15:26:21
2edb98f5443c3dda9052d71a5654839b,6cfb7323342e3d0389b8e67f9afa1937,5,,,2017-09-30 00:00:00,2017-10-01 14:11:46
d713665425af0b92768a22b383c0e4e8,125380a45478fae5bd5466553f2ed928,3,Recomendo ,"Chegou bem rápido e parece ser bom, só vou descobrir com o uso, a capa para o sofá de 3 lugares veio um pouco menor a largura veio 1,46, mas a de 2 lugares veio no tamanho certo.",2018-08-29 00:00:00,2018-08-29 14:53:56
86766ee6a8e7769fb6315f94385a5c26,0a14f9fc5324099db2a5418351592675,5,,,2018-03-14 00:00:00,2018-03-15 12:10:29
42efc85109c39bc0fa9b103fdd15f031,55d741cba8bfa4db04ec4af34a99cbfe,5,,,2018-05-15 00:00:00,2018-05-16 00:12:33
bcdeca5f81db13e4094f17b908ec04c6,341fd75c5d23b024ba2c98c53b491adb,5,,,2017-12-05 00:00:00,2017-12-08 15:58:12
7f7241edd813156265f1fc98b45c1a34,e832fe7f7808b5f981ee02746681d40e,5,,,2018-03-06 00:00:00,2018-03-08 23:03:17
5a743fa8ce4174a190fcc2a57faa2188,6d5f4523e4747ceffd3e84b2d9bab9fc,5,Ótimo,,2018-05-17 00:00:00,2018-05-20 15:49:00
96813c044224f5c1ea4226e2083b1f9a,044d94a4ac73b24fe28ff5293ac35bd8,2,,recebi 2 dos 3 produtos desejados ,2017-06-27 00:00:00,2017-06-29 13:36:26
8e9cb2e8e8b369b026c3ad9e96be3ab8,753c4a66ef772332b78edb65a317f903,5,,,2017-11-16 00:00:00,2017-11-16 19:46:26
0cfd1e1f5df30aa51419c8f420f2ea2b,f06f8d3837dbab6729adfd09ba404938,1,,Recebi metade do material.,2018-01-12 00:00:00,2018-01-12 21:22:37
c5c906335a127dc59ca8e237a678a8e8,755192d3be0310a52e52cd72bf6f12f5,5,ótimo produto,,2018-08-10 00:00:00,2018-08-10 20:11:10
28e5c5c52e622e9a7d4419248eeb38c9,baab3612ca63c93f0c37d880c321bd5f,4,,,2018-03-08 00:00:00,2018-03-09 20:33:16
4899f165eacc1b5f427fead0f3857db3,d09a3206dedbbbf1b638fce8d0a27e85,5,,,2017-07-04 00:00:00,2017-07-10 10:45:32
a34ba33faede53b2060490a1439bf425,08158c9f50214fc5872aba47814160e7,1,,"Data prevista para entrega 17/5, estamos com urgência desse produto e nada. ",2017-03-28 00:00:00,2017-05-18 11:21:01
6df5dccc6179231c080fda043fac4377,ac68ca3267acd54af9b04f0b8f63b7e1,4,,,2018-06-26 00:00:00,2018-06-27 11:14:27
b08c96c8af635c2a0cfd56e6761531d7,a1eca0e86d2739a6adeb18015e4bc249,5,,,2017-11-28 00:00:00,2017-12-07 01:47:29
10ed043a9d893d57d470ad0eb208b67e,97400d97515bc5f8457c78d57a53ee5c,5,,Recomendo,2018-02-09 00:00:00,2018-02-15 10:53:25
8ee741e7b81e3de17396b39e520fef84,43f9a3d3e9d95525bfce717e31f72a56,5,,"A empresa prestou ótima assistência, o produto chegou em ótimo estado. ",2018-08-02 00:00:00,2018-08-04 15:20:38
c339ee2c230ba477f2f5c13b3f3aaede,157527bd197cc424626aa0f831302229,5,Super recomendo,,2018-05-25 00:00:00,2018-05-25 18:13:45
47150a7dd2dc67442ecad4554f603ef5,6f55fe858c5557f14d4b6ee5255d793b,5,,,2017-04-29 00:00:00,2017-05-02 17:56:51
65325db660dc5da8e78b72f86f96727f,a761862f0091efb27d04d58ad23de019,5,,,2017-12-16 00:00:00,2018-04-17 00:11:06
fe258ff5788cb534e73402d8373a1bfd,d2f452ea9e0c96f9005879a9fe3e3cba,4,,,2017-10-18 00:00:00,2017-10-23 20:02:15
5bfab930e0c40d84276aeaa3c99455c3,c9ca2756f9123246e7feabce15ffac4b,5,,Recomendo a loja por sua rapidez e eficiência.,2017-08-31 00:00:00,2017-09-01 11:29:40
ddc9780b259f54796b4d8197c01339cb,d032dd122bc93c30a420b6ee101c7f69,5,,foda,2018-02-06 00:00:00,2018-02-07 02:50:27
26ccedab64af303bfa98ffe1765572e0,f2b00200fa3b427fee60eb4fa811720b,4,Ótimo ,Tudo certo!,2018-06-08 00:00:00,2018-06-11 12:22:41
02ec960f2ff4e06869377bf6aab96a44,813806934fb64463e4a78ff2cfef2941,5,,,2018-08-01 00:00:00,2018-08-06 10:23:53
da486874c7ee40ee699208e5f09d0c8d,9b8254228cafa6a7e497fc21d7268c05,5,,,2017-05-12 00:00:00,2017-05-13 18:17:11
beafcce1e5f8335b5674e99f85e42b22,645ce4c96c7469ceddf1e970c2d5ccfa,5,,"estou esperando a segunda parte da encomenda só recebi uma parte do pedido.... continuo no aguardo 

Obrigada",2017-12-29 00:00:00,2018-01-02 15:44:08
992119ef0f9cf599af33796269feb344,2b9028857f54fa9bbb2a049cd5948d15,2,,"A caixa veio bem amassada parecia um produto usado um dos dvds chegou com a caixa quebrada, (a borda), os outros vieram lacrados, mas tinha um brinde.",2018-04-11 00:00:00,2018-04-11 23:32:08
a9060f20a024434c1f97346a09b3cbd8,89812ae1f27bd0baa142a3aa9ab5cb49,1,Qualidade pior que camelô,"Comprei uma pelúcia do Creeper Minecraft e a qualidade é de loja de 1,99. Quando se liga para o SAC não se consegue falar com ninguém. ",2018-08-29 00:00:00,2018-08-31 20:57:24
d2e66b19610d8ca98fca3da120be4afe,6726395519c13e15034fb6bfb4fcd904,5,,,2018-04-24 00:00:00,2018-04-25 01:58:23
71fabaada81d8b14e6d39bf6ca28ff49,8e2180a4fcb4cc57d8e0737c95cd4d28,4,,,2018-07-07 00:00:00,2018-07-09 14:07:12
b4c0923ebf9be88f8b2bda29d0323b36,ceddfb05b9a267360bf733384df51e34,4,,,2017-09-15 00:00:00,2017-09-16 00:34:36
361c82268208824536091bd1e5d210bc,9a01e11eb3e82a6d9e7bd3f3acafa7ca,1,,,2018-04-05 00:00:00,2018-04-05 13:25:52
c28dbe98423e412a7682839a63b40c41,375f6d4858d3dda604523acd6ce26889,5,,,2017-12-06 00:00:00,2017-12-07 09:43:36
021bdc10161c63e27faf057be0541223,c4338fc6904fe8ebef8e0e42ead3c0e0,4,,,2017-12-23 00:00:00,2017-12-24 16:21:53
b2dfaa3e0459b52026850e4556385f03,2efd657a8f5b7085278963c6e1a5f0a7,4,,,2018-07-27 00:00:00,2018-07-29 18:38:15
bdbc93864bdba13f559a752a0ad94b79,80aa84ef8c5e289d84d1735060740d61,4,solicitei devolução,não obtive retorno até o momento,2018-08-16 00:00:00,2018-08-17 12:54:26
1ed31bb9b7a952fb35a7a64c0b57c47a,2f7201b5d9baf4deb546eefab3b7125a,5,,,2018-03-14 00:00:00,2018-03-15 06:08:36
2c319830d0849a9f24ba45c364bec424,ed12c1acf2aa565658a1353aa0443768,3,,"Material entregue em um pacote de papel kraft,recebi a mercadoria com o pacote todo aberto e rasgado.Este tipo de empacotamento nao é recomendado pelos correios.",2018-05-19 00:00:00,2018-05-20 08:45:18
f66db90f007319ec182d2776253eb11e,0fa2c93bbfbce2c287bb56660c3998e3,3,Muito Bom,,2018-06-29 00:00:00,2018-07-01 22:03:57
7cadd69d6e914b75d130c1dd0caf0d79,615774e695ab140dcb5e1c0aeb15b9cc,4,,,2018-03-17 00:00:00,2018-03-19 11:24:06
0c681dc61a0d6feb8cd65e1c44791ad2,a0123fbd74e1c68d8f3f46d14a07de6a,1,,,2018-02-09 00:00:00,2018-02-09 09:25:52
