customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
37aa60852e8837ab99f731864f9693ee,03d7bb9d95f70cf9dcef7142f89d8ec5,95097,caxias do sul,RS
260cbd84c4e1c78240a8ab6f5fe99343,65333bf484bb685082b70adc3e154aeb,98200,ibiruba,RS
81ad00659acc734aa6a7eb51a27f93c3,ecb43665c8c390857cabf385d918da87,91160,porto alegre,RS
a3cc815958a0313f44694efc042434ea,a1dcf2440c6b9aec47d70595ed124ad0,91550,porto alegre,RS
abc24ca911fc4fa27425c23c1f60603c,1b51dc88a783a437b7ab446fb12b4d23,99200,guapore,RS
17bf784c37e83fdb4ad6f9e64afc84db,3ff874206f1d7d1e3ffe12bc9c88c27c,91781,porto alegre,RS
9c8618b4f6ec3b019f860e278d9294a5,84534c29f49cfc37bda78a29e6c6b629,90440,porto alegre,RS
2180a404621f6553ec9bbcf49f740175,c27d02e495180cbc358137a14d1b029d,92020,canoas,RS
883e06c99a6a4a338f2b74fcd4d4e344,ddd8485a202512dc3df53d3092b15ff0,91510,porto alegre,RS
964b34423c822e9bd9831635ccc83db2,e49eafd7e69d43b8d86f6b5590fafd02,99980,david canabarro,RS
7927dfaf0bee1bf23b4e9203355497c0,fbb97973142894c3265d06e676820c5a,96810,santa cruz do sul,RS
5bde57569eb8318a2306865d06de2bfb,6ce73016161f051b4267667a28bb417e,90450,porto alegre,RS
93e0dbadcb03b5b82294f9a7dfd303e5,6b3e85b566abefbb24c346a5c2faf23f,90620,porto alegre,RS
9e510c899bd362c1488f53df7dff0b42,d0f35a2cb9d0fff870811961232a5904,91550,porto alegre,RS
5406b19f54e812f661c116bae7f7a770,5efebfd4cc8bc54a199c512d3bb1c6a4,95705,bento goncalves,RS
2f9b39d0a777ef84929837be047f2fd1,5b45f3493929fcecf1bacf1a1c4a4801,93700,campo bom,RS
3cc9672b7b30a285f3613aad8480cca5,c2d0d46bbdebdc3160671251b42d5d5b,91740,porto alegre,RS
b92bbba260870836c5b8859a0691af35,91941baa83ca10be2c0b9d1481329af4,95670,gramado,RS
c0bc3778e0ea6b3c24a2fddf11dd49ad,53c7fe58f9f5f5d8a3d132ece5d4df8b,96400,bage,RS
bd4f8a3189df658a5278e99ce0d6e94d,5b0a933d48aec9721e65e09ff51d6bf8,97015,santa maria,RS
4ceeb37a91f8756cf608d4ac6cc557a3,0b261bf4d7968521faf1b2178930087b,95170,farroupilha,RS
467b3f1f1d2b25c420d74f0e69b09883,8335867dab25b0b9e2ba0f5e6299c870,99835,aurea,RS
a14af00d694fedfdeb12c634c16b910e,16958e0580aabd51c43765569afea366,90035,porto alegre,RS
da0198a12413775e44e59d0a0277133a,429bc087ae0c9ec6f0b3a0d42d5bf9c9,93415,novo hamburgo,RS
fe6a32160715340fe6b26874b547d2ea,ec2c939a56b9d792f75a3132ee47c2ec,98160,ivora,RS
8183f63b81a2f6a9c37d7e3f283e9ed0,c5132a4ca6a90b81f1c947f705706392,94410,viamao,RS
812d2ce75e6313ab48b13ecd9d4b7fb4,fda3a6917a6ad5f8fe29d2177f79f210,95185,carlos barbosa,RS
71cd7e5e11ae80ed42c6c57ff51a347d,26f8790baee110479bb7cb362e16134a,95795,sao vendelino,RS
dcbedfb087496e64857829044630a2b2,1f730c825bb084addd4914f9c2390f35,97700,santiago,RS
e7ff0f90a95997a2fd13b1daff21991b,1bc973dd0c2d4b8eb3b9c44b42eff102,99200,guapore,RS
b4e8fbb3187f1d377d6f6a22951e88af,d0a4b174cd7ee51b5d7992e58c815622,91150,porto alegre,RS
b58a35cb4e1a1f9ea74dcf0b2639a9ac,fd837fa3548f0e74f75081f38a34e56b,93510,novo hamburgo,RS
ff4545a3148f5a22667f301e00cb5ad7,70a2aece5345a514bf960b01975aaa60,91330,porto alegre,RS
4a31da2ba757502ad7fcc9dc6768cfa5,b8b3c435a58aebd788a477bed8342910,95585,arroio do sal,RS
9f34c29227ab93336545ccb44ac5d92e,bf9d1e2df54a068d1a9ea18fa1f22491,95300,lagoa vermelha,RS
5382d8167498d3069894e3d32430639a,c8dbfbb4a47a215d79659c927e786a58,94836,alvorada,RS
7f2d6684ea8983e7091e92f795e17af6,8da4f8884cb807a1a95dce688436b0ba,90430,porto alegre,RS
6886c10afd8d27df19c5a49be96cd346,f9b57816964006c90c458a0caba0306b,91450,porto alegre,RS
d023c6e72db6feaa3fe07734d7fdd17d,d4905d4ebbdae57e9c242c7ab2c57cc5,90430,porto alegre,RS
2edac4c00a86901ea9c8dfb19eb3b531,21d91fc3e9c980a0978dad2e6126fe5d,99010,passo fundo,RS
d3a765b74c54ad8773ea5c0e25f2ffdc,8912b89ef23a547c94ffc09574c01357,98910,tres de maio,RS
921dac886012ce8e2083c366e3b24a85,e640111298500f5006fac7f416d7637f,90540,porto alegre,RS
709149b32638dbe23f758382c325536d,4c11b2afb93173f9689f48c685739e0a,94085,gravatai,RS
059899061ea1269601e9beffb8d31189,16bd2490eab76fccfb60ad76e90c4ca1,94420,viamao,RS
366c88e3ee5ed365c8529a9639c8b91c,8797820f6554668a5b835ff74cd077df,96400,bage,RS
9b9ef0b86d210aa78290882b2cbdcea3,2585a52c9e40ce4cf0f16ce6c7336cae,91430,porto alegre,RS
a515248d7329f35b368348d0068033d6,5faabfe6772088c4d906b63fa81ac63d,95047,caxias do sul,RS
ea462ac018be4dcdfcf916373a1979df,ed8e2b7893049cefa0a660172119ccff,91330,porto alegre,RS
299f7b5125c8fbe1761a1b320c34fc7d,b8b3c435a58aebd788a477bed8342910,95585,arroio do sal,RS
045af42c1cdb848f5364dece77e9e08b,1b2d658aff066cc4c104cd74093101b6,96200,rio grande,RS
4d0a7b1e096fe2e30e6bd910f348d433,019441bdb2c9b0b1990cac725c427960,97015,santa maria,RS
d0cb207dcddd7af9b63e0f7f48e83840,55584b2bdf6ec728549eced086ec8694,96225,sao jose do norte,RS
94dff73515858def7975ae5c2ec9e752,8cdff5a3a9a6a434a81568b355873dca,91030,porto alegre,RS
c85b57d305ecdc88bcafb087e60a658c,57b1f68c8d93b167ff6606951edccfeb,91150,porto alegre,RS
08ec4e081721ef212d38b5fec3c38ccb,2fc9fb9b48197a04c6d31ae67029e233,95520,osorio,RS
d08010b90306a39765dc8ea6b95c7d0f,7d2829c2222be0a081bcf2d4d3d540a5,93037,sao leopoldo,RS
5f842e406a187dc2716fd04798f0aba8,efd2f4f6a5ebfff07943a4a1c80dcf9b,93260,esteio,RS
20e9296ee6e31e906dd832d82eed92ba,27f610da50d98eb94f1f0745606bc9f1,90560,porto alegre,RS
b1b136ceac7fc54316f2280cd040ed6b,e3a5f5e65ff3b780847f89dcc81c344b,96508,cachoeira do sul,RS
acbb93f4802582a3ecc54a0934a8ab2e,9d74adedec2d8b3f568c85f97e0563c5,91130,porto alegre,RS
f1d4911942d2bc40d520ae47013a7643,804eb66464db178ab95f5f4ced1f4a9a,98400,frederico westphalen,RS
79a4c16fed29a84462e7b5c831464cca,e25ecad4f206325588f4b913642377eb,94451,viamao,RS
ab46103abc25cb3dd1a256b455dd9eaa,60e25dc38171becdb0abd13aac4ece3f,90010,porto alegre,RS
df2e5a56b9f2320c291ae84d0b2d6df2,6140e284b4e76e928d4cefbf30df1e01,98200,ibiruba,RS
a1453efd1a564d5e2984bb4626505faa,917f3a762ff75778673fff6067000042,99350,victor graeff,RS
15633dddb830549023bdc923ca0d91fd,a2d8125361b16f316df65f4603b88e23,94155,gravatai,RS
fe582816ac842403b06d7daff93c3997,55e6a20bcac8442b97ec5d2ecdce1d94,95520,osorio,RS
7a6cf1235fb298b844af97f19d6b14e7,98321ff448fa8280c46323d48ef62ef6,90130,porto alegre,RS
cb0ff3021c7b4f63e2e80cb116569537,805a17599708b81dfde688fbfd108029,97610,sao francisco de assis,RS
24ee1aafc38ba4ae08741da0bd57520a,73b44df1a4441ad7605dfa49624655bc,94480,viamao,RS
33aa91edcf7c42a51f4c56d15586bfde,cb36d0f12c99d07935b706269045f613,96200,rio grande,RS
673c306944b76773b1ec7b6714ea754d,91f15ef4db3006a762bc7e46aa544393,90480,porto alegre,RS
dce0014426964924f9564758e4fadcbf,6ca7990c03b703e57401911433372d1e,99560,sarandi,RS
531becfc93ec1ae0c830d67da0a594b7,fc7683f4360d5c92a160d386f568b6db,96065,pelotas,RS
6719f20371d31cb16a4b76b7e2d1cfe3,038c91bf6f1bb33c46694bae8e74dee6,99830,gaurama,RS
bf0dd7877a1c9d67d1a72893b8b500f2,7cbf82d4150c259186de684823165950,97050,santa maria,RS
fc0d9a9e8bf3d86e4162d3d417653265,19db446f263e6eba7f12d4d80ce5d308,97015,santa maria,RS
f420ea368e90d1796c8a75c5a65f431e,09ef00803a68d4321a1b25d4174552a0,91240,porto alegre,RS
a3bbbce815da0de197a60a066006ad75,2f87ccd8d2d676d667a844ee5c6a17bd,95112,caxias do sul,RS
2d15970d1c1a3b3671a4ad1718bc8c73,e308ebcaa4a772d62021970d05532860,97015,santa maria,RS
09609026e4d1557e6506bafea1da080b,3941073b88285caaa9e1762715c7db08,96200,rio grande,RS
35de295c9053e824f7df2631a2b60b00,3f6d872672557ec732e5e12bc2dc885d,90430,porto alegre,RS
bea2a34b3a4d3ce446b7108e1e8b0bc0,4ea54ed88fe3f53b7a4a491530a977d9,95181,farroupilha,RS
220e4b027f0294fd79d2869ef67e7db6,123ae28184c9e80638e71d40e37adc27,94130,gravatai,RS
7930549f156eea2b01b0fc2fdd323063,dfe634d4b8e0678799178b6ec8e1b0ba,91260,porto alegre,RS
936b68a646c4f4d8a24ea74d7649b8c9,b13032313910a07a23d55061dc18d9d7,96170,sao lourenco do sul,RS
2b241a129c21fd8db7bb03ad32d165bb,b4cfda9f06bbc32d7bef85da0e3bdfd1,95680,canela,RS
877888965c706598eccba35bf3f11662,6776bcc1bacf98f85e5717a3df87dac8,95330,veranopolis,RS
febea3481938a4b17570c46cb188996b,d57c6929dd227056a9961cccc9b55b66,96495,candiota,RS
dcc0611ff5be7beee83892383507927a,90f50d331b6fc558d5be8c903012d56d,96030,pelotas,RS
19da592ad920d9fb1803c6c44742b2bb,23f1d64e42e89afa1180249ea3578f9a,99930,estacao,RS
b7e54c39cd257eee0fbfea32e550d84b,824f9de4f47ccd2d6b1dc6652e06dfb1,96400,bage,RS
dbc9cbb74d25c5c2c1457fbd64f0ba57,4434aab9872e6d0e500523f6a85829e9,90420,porto alegre,RS
6b5d84c6bcb4a5d3df4dcac1f4220140,6665cb7b0e68f39df7e6d42b866a072c,93265,esteio,RS
b59948a7b140d0a16d1683138820eed9,4cdcedeadb2f9aeb0ba2ef5f2ebfd042,96015,pelotas,RS
a548f8cecd44d195d61bcfe24dd880ad,e9971332fe28c52652fc0c34f5132737,90420,porto alegre,RS
4bdb4fcbc7298ab2366b361cc088d5cf,90e864ce5469f00feabd532047c10b2b,96075,pelotas,RS
7f0005d66dbecb865851ad1e92861df0,5f804d66a712a98705de2b22bc5a3b5c,95520,osorio,RS
42b08ad3a6f9efff737693acc37008df,e6b6a948843f2f2758ad5daa69bbfc10,90040,porto alegre,RS
59cf1a479d104e38587b9fe9d60febe3,02278b7fe04a285092542fa4313cdc31,96065,pelotas,RS
bf9c8d8a4ada55c82c2add8a9c8bfea7,1dcf52a2377ac589a2e26daab041713d,96610,encruzilhada do sul,RS
d08c845f3bf2ae665a2fd49eec24a3b8,6b1b676621a55a12546f8eeeaa12d4a7,98787,santa rosa,RS
e07454c15288f90421e2fc0075940bb7,57d91ead18f17efa88295e6a1a8e88f1,98550,redentora,RS
832506482761a32fc44c20387ad2f5f4,3310ae52a096ec2f7ecc4534713e6897,94425,viamao,RS
e4a1289920c7a33574e0433abd5b90d7,24cd37bf2e8fad096bc0b807541311db,90480,porto alegre,RS
b59bbdb15afd9b563d1347e758f7c599,df46c6acd5853d88f6b5b6fda5eb116e,96020,pelotas,RS
e9f803e0e1cfdfe5ad1458c8551bc7f1,4fec36fae74fed9693516946dd472e67,93054,sao leopoldo,RS
692cdb57d84a869787575eabbe323218,191e0f453bea7f50ce1fcd514af38835,97670,sao borja,RS
d6369644f940bf60c49dfa4d4c046ccc,920a2c3a734b7db667bfa6eca770ea65,90010,porto alegre,RS
7764d602fdd5147f4d58d98816abd4eb,2503da86bf7864b55e3c46a60fb188ff,95185,carlos barbosa,RS
9f07c4abba1bdf08f06ce4710331d778,9aa827c8f91b60445792293946670ef4,97065,santa maria,RS
87d9342da9faa41e0c4d640759318436,b5f0e2f8f8ea3f40af995fc989810058,96211,rio grande,RS
e23daca049a52fb8f925cd236f37283b,04c5e6911ae15e4dfb5606026781c908,99855,sao joao da urtiga,RS
34c5107947e20b2c55f711551184f4cd,1f89d919aba97d8741589b2577ce6573,95555,capao da canoa,RS
a399db519e544aae00c545623a6b016f,22e723bf3b9797bc5f50e36bc66fa851,95080,caxias do sul,RS
d21616a7f6c6949c83026ea92b5f8503,a29ca82b322c504d2b21d483b91fefdb,95700,bento goncalves,RS
db329a00354d35ec9fdaaf8e11bd8033,30ad1451a70a8da11a69dc6dcfe31256,91760,porto alegre,RS
5f178138c04080d46e3dfe3852442835,5e1768281609329bfc76f4c382607fa8,98700,ijui,RS
1e1ee4caf4aaf60c6f5e95263a294267,7fdec9ff3ee1b114201473991d35fc8e,94010,gravatai,RS
55216cd56c9eaadec16f03d5aaf11d86,c1dc1162de49817a25314db3030276f5,99435,campos borges,RS
f5389cd0ee02b3476058b95446ebc174,a5afc2fc6cbdb37998250ef5c42eab15,92110,canoas,RS
49b712be39af04ef4a73cdcb83cf3ac8,0c9abfaffa0ae7587cebfdf0d680e3b7,95900,lajeado,RS
ba8a4209b5b60ac17ac458fdf1d34ddb,3d83e5ef875fbe2b372eb472a6528146,93224,sapucaia do sul,RS
9212bd8a8b1c001d716214c44892b1f9,0fe65f1865925542754cce1d1cc65005,97050,santa maria,RS
4db6fef62cf0670961f040779f1e1f09,9a7ea9ca6aca838d2dffdd044a31d203,95589,rainha do mar,RS
eecc32d272efdc22f46cbdee584c7c80,5f6917c4fa8807a3c4c6ddef3ec4b2f4,98590,santo augusto,RS
09c873413276346d1cbfb566ad323fe5,8ef0b77c8d0915a9288ef6ba53382ecf,94850,alvorada,RS
11a225639ccafce290d9c3dad59e3e62,22a0bd78d86d3837364f703ade4a9841,91900,porto alegre,RS
c728a9ca56cbf45a1d9332d0ecb0a409,90ac83218218bc94c831f04990537026,95915,santa clara do sul,RS
4680c83dbd163933eee4cec77ca0f54d,5b2a31f785ae88451ce7c692c04aed39,99150,marau,RS
93f8c753ce9ea364d109c7a5a0766438,ee973ae3d148977a7717fdba51bc7fce,95200,vacaria,RS
b7d7863509dce6d6350832d9ec068e5b,5484a1006f5484e669c209696bebd72e,90020,porto alegre,RS
590512cdc06475cd6d3bb1db092822c0,3b2ad448a0f1a18dc1c6d780aa0cdc19,95930,cruzeiro do sul,RS
f78345da486d6203f7e3ccc42d09aa69,583109e2a04f1245a884fb5c7e5fc18b,92200,canoas,RS
9fc8fc3c12de47e3fa73de21a6e86f4e,872104e59321d8928cfbca9c16776b2c,94198,gravatai,RS
f6b8a8fce4bbc55bb21168230e1ae579,5cd682bd2b2999589829812da7af0735,99400,espumoso,RS
ef36e9fff8f8c311bdb8d8aaaf3c3f0e,61eb8a928e032fcaa4bdb3b87f8e0e92,95650,igrejinha,RS
a7227311e42a1a9952ac23a0b879f32a,af42c6dee774a5c90fdfd11f8803978a,99440,salto do jacui,RS
2d09dfc044031584fc09a6c003c06953,5bf1a29b8a12a67fc3e88a85023aeca4,90460,porto alegre,RS
54c8406a725de19ce9b10728beaaa822,9b45b4d8f54a9233ac0f3d23381176a5,90510,porto alegre,RS
54405ff2342ff9d9412cbb098fbbaa44,f43d478c1c93eb6f2cd70a95b7f59df9,99260,casca,RS
a589bb2fc41fa5787691857cded23b5d,7f14bee9eea922025f59bf605488435f,93800,sapiranga,RS
23134959b3fc7b1cf51c58db01bf04aa,d82c19d618e01e02183fab874b43d73c,91330,porto alegre,RS
11a8105af3ed32d4a92f696b33c7ca7a,7412ba90ac5f1f56def82b35d5b9a9f1,93410,novo hamburgo,RS
1853bf4644f7a9f18bfcb54291c3cad3,fdb2f8a871f180fefdf3ba06bf7ab179,95300,lagoa vermelha,RS
a87ae15da100fdfd87ebfbbbc3b1c3f4,708c9e7274b15cc6759512864a80ca5e,91520,porto alegre,RS
14c152bfbd60c86aa6bc4d4e68a9378e,51364d114acc5ab07134bd34edaa1722,99010,passo fundo,RS
c38a602a0cdae3a7a0241f9c8cb8efa1,564733ba82fa176780516f9ff76396a3,99840,sananduva,RS
aed09f283cb8d2677280b213d6555751,8c35fc9933a6304fca24b789825903b5,99490,tapera,RS
a76399fd355e46b6b04d71fa2e63eb4d,89367b100e66582c1cb224ebde4727da,95330,veranopolis,RS
500f485b1c9df9ee78f89864dd75d63a,f45d36f422022d31001c40fa59fc2f0b,97105,santa maria,RS
89acbe4ff05860ba51132a9a725dab8d,d6b4fa231067867f5e869c4ff1a45548,96050,pelotas,RS
b59240e14630c3dad40626dcdaf69b18,5faabfe6772088c4d906b63fa81ac63d,95047,caxias do sul,RS
2e0b25d3a271e4c0f671acefb6cfaffd,f0b7165f60c13ee2b33fa91921b52fe3,96202,rio grande,RS
9041817f69a9a5d006ca45330c752407,2f2b34be64b57bd7c558dbd8e8ed4eb1,90470,porto alegre,RS
468e0abd39582f1fedef2ff885ef67db,512cf0c67f008c01fa859b2848796df3,91790,porto alegre,RS
8279835c2d06da356052cc7aff30adb3,04e495a3f45df8b41be2e934bbc16961,94055,gravatai,RS
a260a76f5eb7a337ce2d4709d358784c,b646eef30a884044c22e9337e16298d7,93800,sapiranga,RS
f4608a440b868f3f57f378c4b8cd643f,2e3b427dc09d7b4f7430f92956b0f3e6,92310,canoas,RS
e220beae1f3059a3f0bd89f8d2cc0e6a,10857eac17ae63c78ec6eec1b63e5a22,91740,porto alegre,RS
0389344fcfa1b39110fe6943f8abcfad,c2676cdedacba0e3aed5312e06b9bdda,95180,farroupilha,RS
6e83cb3151777d36475c5b2dc6790e11,3c30ca1fb6b033d812406fbd73a6d481,98465,ametista do sul,RS
40c48f5937d17b1b12b53503e9c06836,42b638e50b361535a6e3a20a7eb93be6,93940,lindolfo collor,RS
9fe71cf3d38ed8a2df5d20cef8dccd9e,7305430719d715992b00be82af4a6aa8,91210,porto alegre,RS
b9da07b57372061cd82dbb1df5a6cfd2,6b5fa65642acb463c835ef79de54c1ae,93700,campo bom,RS
7b0ef84b81f16d16583ccb6b987a0ed3,45666a9f8b96ed88d682466a8eb1f882,97032,santa maria,RS
830bd5f2393366fa1a7da9003c1c57cb,190f746aa9ef74783ede85ba37072321,98803,santo angelo,RS
6065549b74cda90a4ffeb7da736c69c0,fd0e843308b676214ea30ea480295e3e,94450,viamao,RS
a3537e15f3e4f88e07ab0bd9d61f4d7e,00cd1ffd1a85ec2af3de73a3d341339d,90050,porto alegre,RS
3214df52832052e2ce7dba47e94dd267,2b305216553c03d3a00b02c1b879fbc4,95520,osorio,RS
e34f1deeea3369207caab9fd7a49cee8,8e0eae873c0019e01182099a1c497b79,96810,santa cruz do sul,RS
8dbfab81577117fd021d0f9a7f30b61f,63b2513aba069664cb6c73102ede2811,93700,campo bom,RS
dcff5ba8cd5e93960bb494141d39df55,914dfdee6667429de224d7a633cebe7d,94080,gravatai,RS
31038e2eab5d5bf9c42e0f56d7251b81,04b9a14c0f0e107453338b7d85ea15e0,96040,pelotas,RS
030004cafb2703766067d48c01a92c86,6152306533a889b0d5b9234324e259cc,93285,esteio,RS
18460033b3d91209a4293553493fe294,46582339a8c33e322c8ae4c85ba5da8e,90880,porto alegre,RS
aa36774d9e3055c3dfece350882e05e8,0faecf7e45ca66626609969d6e1cfd69,96200,rio grande,RS
0148f71e97a15ed3cf071ea28250eb87,7a58b4b37ece4d202545b0bf98a18efd,98960,santo cristo,RS
65eaeca6715cc2110a236f3881434876,d581949d9873aa0cccc067932837ec2a,97755,unistalda,RS
5a2e36e29494ce0f03e22c7f28df6617,620ad450a89bab5e7ec65b56a4e43404,97070,santa maria,RS
1c29747884fdd7ff5fd35fb194c08379,a9f9d64cf3a8e4d74c199a061c099ee8,99010,passo fundo,RS
bbec1b75551d0757c99c9393ed2e1dee,deb591f2f26d21f900e7bc5b800c1ca4,95780,montenegro,RS
1a1d1a51a2cf246d524b3ea40a53d080,cfbd2cd204c99edc948cfcaa468b5e00,98005,cruz alta,RS
ae630adbbd01f043a5460ef9910931e7,25a560b9a6006157838aab1bdbd68624,91510,porto alegre,RS
b1373bd6563737bf205587f4d78859cd,f5fefa59acbb79c5502aea78f8d4e07c,97418,toropi,RS
2a879e93dbeca9d0ed0c16c960f3cdd8,e052a89aa5090f462dc18dd99d232013,93280,esteio,RS
e1a8132a93174597bc2dde1255a39b21,97af3062e329526c7999d7c463be57ba,92320,canoas,RS
b56311081c4a2d43439f28f9d8f5e858,a27d2ad861bedb6f327a334c703ef3be,91350,porto alegre,RS
f343704e8d64e463a7147138a8d21b6b,16a909e83380bb2ae4676ca69ac30886,96418,bage,RS
bf0005fd4c56f911e047c23806d5a3d8,f19d7913a34e1a1992f3ac0c9cff49c6,96217,rio grande,RS
a2c0d0dea2025e9edfddd1952a437985,ef4ae125724cae06f46da6a302c610d2,90040,porto alegre,RS
fa8effe5e95fe76afbeccc9191563d43,0316bfd30c85ed27c45b5b63641464e3,99704,erechim,RS
6f241d5bbb142b6f764387c8c270645a,be74c431147c32ab2d7c7cef5e4a995f,95012,caxias do sul,RS
5a5f0cac382c8ddc94653446e4270ccc,5df6ed0646d9636aa7aebebd58a16fcf,94100,gravatai,RS
91633ac94a5ddebb20906d16ba6a53d7,af86cd765238ea71b81a12b2631080f0,98930,tucunduva,RS
3a3caef69b01f16c9eb102c28168564f,09a80255e081de716a9f8d1fab9e20b2,95995,arvorezinha,RS
9a51e2ee1ba066e4d20ffd20a5eb7bd8,0333c10ff91a9c1aabc1d76f6ef19bcd,92310,canoas,RS
16159ac2afd3d18126b2da94f0362221,f06d5875ac9a2fd81b116614d878290d,98690,sao martinho,RS
d9b8724e4334e26fa4d3eca0d72c70d8,13c4907f440019602bd74d2532fa02bf,95250,antonio prado,RS
6fec7996bbc8eeb913f3b92a79fd33f8,38da585fa717b63ca1ab0f5e7c06a975,97511,uruguaiana,RS
784901d3f22212ba0ea67576d2c41ffd,97b9d176749a7d6c492127e87c5fab0d,92310,canoas,RS
aff0c0e7798a7fef6652d453c0121eb0,509de51c702ef70edc8d69cad60ecf11,99700,erechim,RS
d001995debbd9286892642f5efb1aefb,00cd767526517f8a4fc27db6cc5a52fa,95650,igrejinha,RS
ad71f758115aab8640f4f9ede9e8d4b3,89b0378e12845c395b78ffd47eb66f46,91750,porto alegre,RS
76e8d47b66ffe39b5573e790dc4b2afc,552ac179c91c1dc7dd6f8328e4999a1e,96015,pelotas,RS
3eef17cb7b0ffaf55b88ddfa3d793bfe,88785e3fc48d90acabb7429b07139fc2,92440,canoas,RS
0adc6935a7eaa24f5b9d229ea701ab38,0d059932f9a38e9a1b3f0cd13246697b,99500,carazinho,RS
98303708a4554ac30dd99ed2fb6f9c0b,8dc10e9acb420db970e64b4c99cba7ec,91740,porto alegre,RS
6d52fd2bb97581b9a3fd5998e06f5c46,1c3a2bab6b3e18d65aa3923e2ec7b5db,93224,sapucaia do sul,RS
